text,category
ОПЛАТА МАСКА ДЛЯ ЛИЦА,Косметика
оплата латте,Кофейни
1000 яндекс плюс,Подписки
бытовая химия за 100,Хозтовары
икеа за 500,Хозтовары
оплата гонорар,Подработка
снова бытовая химия,Хозтовары
990 трамвай,Транспорт
старбакс 500,Кофейни
выплата зарплаты!,Зарплата
ресторна 500,Рестораны
100 бензни,Транспорт
носки!,Одежда
оплата футболка,Одежда
2000 выплата зарплаты,Зарплата
ЭСПРЕССО!,Кофейни
потратил на аванс,Зарплата
оплата виза,Путешествия
потратил на аттракционы,Развлечения
ВЫСТАВКА СЕГОДНЯ,Развлечения
2000 творог,Продукты
990 кафе,Рестораны
бар 394,Развлечения
подписка на приложение!,Подписки
купила лампочка,Хозтовары
поела 1500,Рестораны
оплата вкусвилл,Продукты
выплата зарплаты 2000,Зарплата
спортивные штаны 1000,Одежда
1500 приём врача,Здоровье
снова подарки,Подарки
потратил на старбакс,Кофейни
ОНЛАЙН КУРС!,Учёба
репетитор,Учёба
оплата спортивные штаны,Одежда
кофе на вынос!,Кофейни
45 тренер,Спорт
зарплата 349,Зарплата
книга!,Учёба
овощи!,Продукты
вебинар сегодня,Учёба
1000 гонорар,Подработка
халтура за 250,Подработка
2000 УМЗЕЙ,Развлечения
купил икеа,Хозтовары
бассейн 250,Спорт
мтс,Связь
хостел 100,Путешествия
средство для мытья за 100,Хозтовары
потратил на уходовая оксметика,Косметика
цветы,Подарки
снова репетиторство доход,Подработка
средство для мытья!,Хозтовары
ОПЛАТА МТС,Связь
хозтовары сегодня,Хозтовары
оплата аренда квартиры,ЖКХ и аренда
сотовая связь!,Связь
снова скуратов,Кофейни
100 фортепиано,Учёба
мусорные пакеты за 990,Хозтовары
автобус сегодня,Транспорт
снова свитер,Одежда
потратил на квест,Развлечения
потратил на zara,Одежда
снова дикси,Продукты
подработка выплата 45,Подработка
штаны сегодня,Одежда
потратил на шоколадница,Кофейни
ГОНОРАР СЕГОДНЯ,Подработка
купила ужин,Рестораны
снова гастроном,Продукты
потратил на электричка,Транспорт
квитанция!,ЖКХ и аренда
купил репетиторство доход,Подработка
паб!,Развлечения
снова кофейня,Кофейни
заказ сегодня,Подработка
вкусно и точка,Рестораны
оплата хозтовары,Хозтовары
оплата кинопоиск,Подписки
открытка,Подарки
электричество сегодня,ЖКХ и аренда
бургер 990,Рестораны
потратил на макдак,Рестораны
получка сегодня,Зарплата
портатил на шаурма,Рестораны
оплата автошкола,Учёба
интернет домой 3000,ЖКХ и аренда
купила анализы,Здоровье
елруа,Хозтовары
поездка сегодня,Транспорт
купила секция,Спорт
оплата перекрёсток,Продукты
купила мтс,Связь
купила хозтовары,Хозтовары
купил жкх,ЖКХ и аренда
45 спортпит,Спорт
оплата домофон,ЖКХ и аренда
потратилн а вок,Рестораны
учеба 3000,Учёба
перекрёсток сегодня,Продукты
оплата аренда квартиры,ЖКХ и аренда
ПРОЕЗД,Транспорт
сновак вартплата,ЖКХ и аренда
1500 ифтнес,Спорт
трансфер сеогдня,Путешествия
ОПЛАТА ОКЛАД,Зарплата
купил куртка,Одежда
3000 раф,Кофейни
купилап ицца,Рестораны
вода счёт 100,ЖКХ и аренда
потратил на storage icloud,Подписки
120 счёт за свет,ЖКХ и аренда
снова обед,Рестораны
жкх,ЖКХ и аренда
ПОДРАБОТКА ВЫПЛАТА!,Подработка
учебник сегодня,Учёба
купилам егафон,Связь
ютуб премиум!,Подписки
массаж сегодня,Здоровье
порошок за 45,Хозтовары
потратил на старбакс,Кофейни
караоке 500,Развлечения
ОПЛАТА БЫТОВАЯ ХИМИЯ,Хозтовары
во к990,Рестораны
СНОАВ КУРС,Учёба
потратил на суши,Рестораны
снова коктейль,Развлечения
ртенер!,Спорт
вок сегодня,Рестораны
нетфликс!,Подписки
купил таблетки,Здоровье
протеин,Спорт
349 ЯНДЕКС ТАКСИ,Транспорт
трансфер!,Путешествия
ОПЛАТА ПОДАРБОТКА,Подработка
потратил на получка,Зарплата
ПОПОЛНЕНИЕ ТЕЛЕФОНА,Связь
белка!,Транспорт
купила цветы,Подарки
потратил на билайн,Связь
снова вода счёт,ЖКХ и аренда
пришла зарплата!,Зарплата
снова гонорар,Подработка
нетфликс 1000,Подписки
латте!,Кофейни
оплата занятие,Учёба
снова фриланс,Подработка
аванс за 250,Зарплата
хуодовая косметика 2000,Косметика
500 врач,Здоровье
оплата подписка на приложение,Подписки
купил самокат,Транспорт
подарки!,Подарки
оплата жильё,Путешествия
кпуил иви,Подписки
ресторан!,Рестораны
спортпит,Спорт
летуаль,Косметика
ЗАКАЗ,Подработка
купил старбакс,Кофейни
кальян сегдоня,Развлечения
купила секция,Спорт
электричество аз 1500,ЖКХ и аренда
оплата связь,Связь
оплата подписка на приложение,Подписки
оплата шарики,Подарки
купил кальян,Развлечения
средство для мытья сегодня,Хозтовары
тариф!,Связь
потратил на квитанция,ЖКХ и аренда
потратил ан греча,Продукты
500 квитанция,ЖКХ и аренда
овощи сегодня,Продукты
ОПЛАТА ПОДРАБОТКА,Подработка
АВИАБИЛЕТЫ,Путешествия
оплата спортивные штаны,Одежда
ПОТРАТИЛ НА КОФЕ С СОБОЙ,Кофейни
серб!,Учёба
ПОТРАТИЛ НА ВОДА СЧЁТ,ЖКХ и аренда
такси 1000,Транспорт
цветы сегодня,Подарки
ФОРТЕПИАНО СЕГОДНЯ,Учёба
ОПЛАТА ТУАЛЕТНАЯ БУМАГА,Хозтовары
снова вода счёт,ЖКХ и аренда
аэрофлот 2000,Путешествия
лекарства 1500,Здоровье
поездка в,Путешествия
купил счёт за свет,ЖКХ и аренда
купил кофе с собой,Кофейни
теле2 250,Связь
потратил на хостел,Путешествия
сноав получка,Зарплата
маска для лица сеогдня,Косметика
100 storage icloud,Подписки
снова автобус,Транспорт
открытка за 45,Подарки
купила репетиторство доход,Подработка
купила макдак,Рестораны
купила репетиторство доход,Подработка
оплата старбакс,Кофейни
ПОТРАТИЛ НА ПРЕЗЕНТ,Подарки
СТАКАН КОФЕ СЕГОДНЯ,Кофейни
оплата репетиторство доход,Подработка
купил хозтовары,Хозтовары
оплатал еруа,Хозтовары
оплата овощи,Продукты
купил аренда,ЖКХ и аренда
подписка на приложение сегодня,Подписки
купиал виза,Путешествия
купила иви,Подписки
снова роллы,Рестораны
yota сегодня,Связь
купила подипска вк,Подписки
летуаль!,Косметика
эспрессо!,Кофейни
оплата пополнение телефона,Связь
1500 книга,Учёба
купила премия,Зарплата
скалодрмо за 349,Спорт
купил репетитор,Учёба
купил латте,Кофейни
1500 проезд,Транспорт
квитанция сегодня,ЖКХ и аренда
купила подарочная карта,Подарки
потратил на автобус,Транспорт
тройка 2000,Транспорт
подработка сегодня,Подработка
средство для мытья!,Хозтовары
счёт за свет 349,ЖКХ и аренда
отопление сегодня,ЖКХ и аренда
бар!,Развлечения
поездка за 45,Транспорт
кре м120,Косметика
капучино,Кофейни
ПОЕЛА ЗА 120,Рестораны
ПОДАРОК МАМЕ 250,Подарки
репетиторство доход 1500,Подработка
потартил на губки,Хозтовары
ПРОТЕИН СЕГОДНЯ,Спорт
45 занятие,Учёба
греча 2000,Продукты
подарки,Подарки
ШАРИКИ 2000,Подарки
бар,Развлечения
стакан кофе!,Кофейни
полата самокат,Транспорт
снова спотифай,Подписки
уходовяа косметика сегодня,Косметика
1000 сыворотка,Косметика
купила подарок маме,Подарки
подработка!,Подработка
ОПЛАТА ОНЛАЙН КУРС,Учёба
500 кура,Продукты
ЗАПРАВКА 3000,Транспорт
гонорар сегодня,Подработка
одежда за 45,Одежда
ПОДРАБОТКА,Подработка
бар сегодня,Развлечения
кпуил салфетки,Хозтовары
спортивные штаны 2000,Одежда
тройка 349,Транспорт
купила стоматолог,Здоровье
СВИТЕР,Одежда
снова мобильная связь,Связь
45 ПРОЕКТ,Подработка
купила коммуналка,ЖКХ и аренда
купила спортпит,Спорт
1000 САМОКАТ,Транспорт
купила какао,Кофейни
автобус!,Транспорт
потратил на трансфре,Путешествия
помада сегодня,Косметика
подарок другу!,Подарки
КУПИЛ СТРАХОВКА ДЛЯ ПОЕЗДКИ,Путешествия
купиал билайн,Связь
страховка для поездки 250,Путешествия
снова букинг,Путешествия
мегафон сегодня,Связь
75 мусорные пакеты,Хозтовары
снова открытка,Подарки
349 ривг ош,Косметика
автошкола за 75,Учёба
КУПИЛ ОКУЛИСТ,Здоровье
оплата греча,Продукты
тренер 100,Спорт
купила подработка,Подработка
1000 мобильная связь,Связь
оплата клуб,Развлечения
потратил на подарок другу,Подарки
опалта салфетки,Хозтовары
45 ОБУВЬ,Одежда
купил старбакс,Кофейни
купил бизнес ланч,Рестораны
снова зарплата,Зарплата
снова перекрёсток,Продукты
потратил на театр,Развлечения
купила караоке,Развлечения
250 проект,Подработка
потратил на джинсы,Одежда
снова поездка в,Путешествия
купил зп,Зарплата
купила сотовая связь,Связь
СНОВА ПРОТЕИН,Спорт
магнит!,Продукты
кальян,Развлечения
маска для лица!,Косметика
оплата сыр,Продукты
1000 форетпиано,Учёба
футболка!,Одежда
секция за 45,Спорт
снова продукты,Продукты
ТРАНСФЕР!,Путешествия
ОПЛАТА АШАН,Продукты
РЕПЕИТТОРСТВО ДОХОД,Подработка
купила счёт за свет,ЖКХ и аренда
греча 100,Продукты
1500 кофе на выонс,Кофейни
старбакс 1500,Кофейни
получка сегодня,Зарплата
ПОТРАТИЛ НА АПТЕКА,Здоровье
порошок 45,Хозтовары
оплата теле2,Связь
45 караоке,Развлечения
столовая!,Рестораны
теле2!,Связь
купила аренда,ЖКХ и аренда
буикнг за 45,Путешествия
оплата учёба,Учёба
трамвай,Транспорт
абонемент!,Спорт
куратов,Кофейни
авиабилеты!,Путешествия
оплата фриланс,Подработка
купил билеты на концерт,Развлечения
оплата тоель,Путешествия
гонорар 2000,Подработка
шоколадница!,Кофейни
купила витамины,Здоровье
белка,Транспорт
унилко!,Одежда
ланч 1500,Рестораны
купила концетр,Развлечения
медцентр!,Здоровье
купил кроссовки,Одежда
парковка за 3000,Транспорт
оклад!,Зарплата
3000 капучино,Кофейни
творог,Продукты
духи 990,Косметика
абонемент,Спорт
ПОЛАТА КФС,Рестораны
салфетки сегодня,Хозтовары
продукты за 100,Продукты
купила подработка,Подработка
пришла зарплата!,Зарплата
ПОЕЛА ЗА 500,Рестораны
кпуила тариф,Связь
зара 2000,Одежда
подарок маме сегодня,Подарки
500 яндекс музыка,Подписки
потратил на средство дял мытья,Хозтовары
349 консультация,Подработка
супермарект сегодня,Продукты
потратил на театр,Развлечения
купил тушь,Косметика
электричество 1500,ЖКХ и аренда
ЖИЛЬЁ ЗА 250,Путешествия
ОПЛАТА КАПЛИ,Здоровье
ОПЛАТА ЛЕКАРСТВА,Здоровье
букинг сегодня,Путешествия
ПОТРАТИЛ НА ПРИШЛА ЗАРПЛАТА,Зарплата
автошкола за 1000,Учёба
концерт сегодня,Развлечения
интернет домой,ЖКХ и аренда
500 шаурма,Рестораны
купила учёба,Учёба
учеба 45,Учёба
500 билеты на концерт,Развлечения
оплата иви,Подписки
подарок за 1500,Подарки
купил аттракционы,Развлечения
книга!,Учёба
потратил на пополнение телефона,Связь
купил сыр,Продукты
купила стендап,Развлечения
потратил н азаказ,Подработка
ОПЛАТА ШАРИКИ,Подарки
зп,Зарплата
оплата бельё,Одежда
купила букинг,Путешествия
2000 скуратов,Кофейни
купила какао,Кофейни
хостел 1500,Путешествия
бытовяа химия,Хозтовары
снова свитер,Одежда
аэрофлот 3000,Путешествия
футболка сегодня,Одежда
снова выплата зарплаты,Зарплата
45 спортзал,Спорт
кура!,Продукты
снова авиабилеты,Путешествия
подработка выплата!,Подработка
кинопоиск за 45,Подписки
платье,Одежда
кофе с собой за 349,Кофейни
сыр 75,Продукты
получка!,Зарплата
оплата получка,Зарплата
снова маска для лица,Косметика
потратил на яблоки,Продукты
потратил на обед,Рестораны
купил маска для лица,Косметика
авиабилеты за 1000,Путешествия
оплата занятие по вождению,Учёба
уходовая косметика!,Косметика
купиал бар,Развлечения
потратил нак вартплата,ЖКХ и аренда
связь за 2000,Связь
купила косметика,Косметика
потратил на уходовая косметика,Косметика
купила чемодан,Путешествия
снова трамвай,Транспорт
теннис сегодня,Спорт
тренер сегодня,Спорт
2000 парфюм,Косметика
потратил на учеба,Учёба
купил аттракционы,Развлечения
эспрессо 500,Кофейни
тренер за 120,Спорт
купил скалодром,Спорт
СНОВА КЛИНИКА,Здоровье
букинг,Путешествия
купил раф,Кофейни
потратил на сукратов,Кофейни
500 аптека,Здоровье
ПОТРАТИЛ НА ПОПОЛНЕНИЕ ТЕЛЕФОНА,Связь
зп 1500,Зарплата
250 секция,Спорт
яндекс плюс за 500,Подписки
оплата дикси,Продукты
снова рубашка,Одежда
снова пришла зарплата,Зарплата
потратил на дикси,Продукты
додо 45,Рестораны
уходовая косметика 120,Косметика
клиника за 45,Здоровье
купил хлеб,Продукты
ресторан за 1000,Рестораны
оплата оетль,Путешествия
120 фортепиано,Учёба
ТАКСИ!,Транспорт
мясо сегодня,Продукты
жкх сегодня,ЖКХ и аренда
2000 тариф,Связь
стоматолог сегодня,Здоровье
купил квсет,Развлечения
фитнес за 990,Спорт
купила учеба,Учёба
стоматолог,Здоровье
купила зара,Одежда
консультаиця 500,Подработка
купил мясо,Продукты
снов африланс,Подработка
салфетик,Хозтовары
квартплата за 990,ЖКХ и аренда
учёба за 1000,Учёба
кино!,Развлечения
купила яйац,Продукты
купил фитнес,Спорт
помада сегодня,Косметика
фортепиано сегодня,Учёба
потратил на чемодан,Путешествия
элекртичество!,ЖКХ и аренда
снвоа электричество,ЖКХ и аренда
потратил на тушь,Косметика
потратил на макароны,Продукты
трансфер сегодня,Путешествия
купил фитнес,Спорт
ХАЛТУРА 349,Подработка
додо за 45,Рестораны
купилах алтура,Подработка
самокат!,Транспорт
ОПЛАТА ЗП,Зарплата
букет сегодня,Подарки
связь сегодня,Связь
эспрессо!,Кофейни
250 подписка вк,Подписки
заказ сегодня,Подработка
заказ сегодня,Подработка
узи,Здоровье
потратил на презент,Подарки
бананы!,Продукты
тушь,Косметика
теннис за 120,Спорт
бассейн,Спорт
купила подарко другу,Подарки
кино за 3000,Развлечения
снова зп,Зарплата
349 леруа,Хозтовары
себр,Учёба
автошкола сегдоня,Учёба
100 пополнение телефона,Связь
СЫВОРОТКА 349,Косметика
поездка,Транспорт
купила коммуналка,ЖКХ и аренда
КУПЛИА САМОКАТ,Транспорт
349 пришла зарплата,Зарплата
45 кфс,Рестораны
потратил на капли,Здоровье
120 эспрессо,Кофейни
вкусвилл 75,Продукты
домофон!,ЖКХ и аренда
45 уталетная бумага,Хозтовары
yoat за 990,Связь
снвоа одежда,Одежда
пришла зарплата 990,Зарплата
снова столовая,Рестораны
сыр за 2000,Продукты
флэт уайт!,Кофейни
снова косметика,Косметика
бронь отеля сегодня,Путешествия
купила проект,Подработка
кпуил тариф,Связь
фриланс!,Подработка
купила цветы,Подарки
купила убер,Транспорт
1500 вок,Рестораны
занятие за 120,Учёба
45 премия,Зарплата
купила бананы,Продукты
снова аванс,Зарплата
укпил серб,Учёба
снова флэт уайт,Кофейни
квартплата за 120,ЖКХ и аренда
КУПИ ЛКВЕСТ,Развлечения
снова мусорны епакеты,Хозтовары
потратил на гонорар,Подработка
БОУЛИНГ 1000,Развлечения
уходовяа косметика за 75,Косметика
скеция!,Спорт
купила заказ,Подработка
СНОВА БЕЛЬЁ,Одежда
3000 творог,Продукты
спортпит 75,Спорт
поездка,Транспорт
ПОТРАТИЛ НА ПРОЕКТ,Подработка
снова коммуналка,ЖКХ и аренда
купил авнас,Зарплата
оплата какао,Кофейни
500 платье,Одежда
учеба!,Учёба
потратил на подарок другу,Подарки
подработка 250,Подработка
ТАБЛЕТКИ 1000,Здоровье
связь!,Связь
РИВ ГО Ш2000,Косметика
поел сегодня,Рестораны
500 вуксвилл,Продукты
курс за5 00,Учёба
оплата теннис,Спорт
1500 флэт уайт,Кофейни
оплата спортинвые штаны,Одежда
100 попдиска вк,Подписки
потраитл на мегафон,Связь
цветы 1500,Подарки
стакан кофе 75,Кофейни
оплата раф,Кофейни
раф за 210,Кофейни
театр!,Развлечения
нсова раф,Кофейни
СПОРТЗАЛ ЗА 75,Спорт
серб!,Учёба
45 яблоки,Продукты
купил вода счёт,ЖКХ и аренда
оплата капли,Здоровье
интернет домой сегодня,ЖКХ и аренда
фитнес за 1500,Спорт
купила яндекс плюс,Подписки
снова перекрёсток,Продукты
купила кофейня,Кофейни
летуаль 45,Косметика
пополнение телефона!,Связь
СНОВА КОСМЕТИКА,Косметика
потратил на виза,Путешествия
потратил на сыр,Продукты
купил тренировка,Спорт
БАНАНЫ СЕГОНДЯ,Продукты
фикс прайс!,Хозтовары
купила квитанция,ЖКХ и аренда
снова консультация,Подработка
120 БУКИНГ,Путешествия
купил такси,Транспорт
349 роллы,Рестораны
зараз а 990,Одежда
маска для лица сегодня,Косметика
потратил на кофе на вынос,Кофейни
уходовая косметика 120,Косметика
маска для лица сегодня,Косметика
снова фитнес,Спорт
подакри!,Подарки
ЗП 2000,Зарплата
потратил на спортивные штаны,Одежда
супермаркет сегодня,Продукты
оплата электричество,ЖКХ и аренда
анализы сегодня,Здоровье
подарчоная карта 75,Подарки
снова консультация,Подработка
презент,Подарки
продукыт за 75,Продукты
потратил на крем,Косметика
снова шампунь,Косметика
лента,Продукты
аэрофлот сегодня,Путешествия
купила подработка выплата,Подработка
спортивные штаны за 2000,Одежда
узи!,Здоровье
туалетная бумага 2000,Хозтовары
абонемент сегодня,Спорт
оплата мобильная связь,Связь
10 0zara,Одежда
боулниг!,Развлечения
купил мтс,Связь
СНОВА КЛИНИКА,Здоровье
купил метро,Транспорт
клиника!,Здоровье
ечмодан,Путешествия
ПОТРАТИЛ НА КАРШЕРИНГ,Транспорт
оплата подписка на приложение,Подписки
купила гонорар,Подработка
ВИТАМИНЫ ЗА 45,Здоровье
оплата стендап,Развлечения
купил аренда квартиры,ЖКХ и аренда
музей!,Развлечения
потратил на трансфер,Путешествия
полата букинг,Путешествия
120 метро,Транспорт
шарики!,Подарки
купила свитер,Одежда
купила квартплата,ЖКХ и аренда
снова перекрёсток,Продукты
потратил на поадрок маме,Подарки
КУПИЛА БУКИНГ,Путешествия
349 стоматолог,Здоровье
снова аванс,Зарплата
штаны 250,Одежда
снова раф,Кофейни
потратил на яндекс плюс,Подписки
зара сегодня,Одежда
купила кафе,Рестораны
купила зарплата,Зарплата
потратил на летуаль,Косметика
2000 кальян,Развлечения
леруа 45,Хозтовары
окла дсегодня,Зарплата
етле2 за 45,Связь
яндекс музыка!,Подписки
2000 концерт,Развлечения
ПРЕЗЕНТ ЗА 990,Подарки
купила лэтуаль,Косметика
снова отопление,ЖКХ и аренда
снова пополнение телефона,Связь
оплата билайн,Связь
купил гонроар,Подработка
пришла зарплата!,Зарплата
оплата заказ,Подработка
купилз п,Зарплата
оклад сегодня,Зарплата
купила куратов,Кофейни
трамвай,Транспорт
снова автошкола,Учёба
купил стендап,Развлечения
джинсы,Одежда
скалодром за 100,Спорт
занятие по вождению 45,Учёба
отель 45,Путешествия
мегафон 500,Связь
потратил на уходовая космтеика,Косметика
овк!,Рестораны
снова халтура,Подработка
потратил на пафрюм,Косметика
купил караоке,Развлечения
КУПИЛА ВКУСВИЛЛ,Продукты
купил стакан кофе,Кофейни
билайн,Связь
снова вода счёт,ЖКХ и аренда
потратил на симка,Связь
пришла зарплата сегодня,Зарплата
45 кофе с собой,Кофейни
снова брон ьотеля,Путешествия
средство для мытья 210,Хозтовары
снов астоматолог,Здоровье
потратил на симка,Связь
яндекс аткси 1500,Транспорт
куипл подарок,Подарки
ВОК ЗА 2000,Рестораны
СНОВА ОПДПИСКА,Подписки
ОПЛАТА ОКНСУЛЬТАЦИЯ,Подработка
купила мтс,Связь
бассйен сегодня,Спорт
купил кофе с осбой,Кофейни
коммуналка за 250,ЖКХ и аренда
МУСОРНЫЕ ПАКЕТЫ ЗА 990,Хозтовары
потратил на зара,Одежда
вкунсо и точка,Рестораны
снова мегафон,Связь
букет,Подарки
аптека сегодня,Здоровье
боулинг 990,Развлечения
протеин за 120,Спорт
купила ланч,Рестораны
оплата духи,Косметика
оплата обувь,Одежда
бытовая химия,Хозтовары
потратил на получка,Зарплата
оплата электричка,Транспорт
авиабилеты,Путешествия
билеты н асамолёт!,Путешествия
ФИТНЕС ЗА 120,Спорт
футболка,Одежда
цветы сегодян,Подарки
потратил на иви,Подписки
1000 поездка в,Путешествия
пополнение телефона!,Связь
купила фастфуд,Рестораны
купила курс,Учёба
ТУАЛЕТНАЯ БУМАГА 1500,Хозтовары
1000 стендап,Развлечения
капли 990,Здоровье
потратил на домофон,ЖКХ и аренда
золотое яблоко 45,Косметика
снова квитанция,ЖКХ и аренда
потратил на билеты на самолёт,Путешествия
аптека 990,Здоровье
мобильная связь сегодня,Связь
хостел за 1000,Путешествия
1000 НЕТФЛИКС,Подписки
ПОТРАТИЛ НА ПРИШЛА ЗАРПЛАТА,Зарплата
оплата кофе,Кофейни
книга!,Учёба
салфетки 3000,Хозтовары
оплата электирчество,ЖКХ и аренда
купила получка,Зарплата
1500 кальян,Развлечения
снова яндекс музыка,Подписки
купил яблоки,Продукты
лента за 3000,Продукты
учёба!,Учёба
КУПИЛА АПТЕКА,Здоровье
спортпит,Спорт
оплата букет,Подарки
1500 фикс прайс,Хозтовары
купил акуратов,Кофейни
букет,Подарки
БАНАНЫ,Продукты
купила бананы,Продукты
потраитл на бензин,Транспорт
потратил на фриланс,Подработка
оплата трансфер,Путешествия
оплата хозтовары,Хозтовары
гонорар,Подработка
открытка 500,Подарки
оплата мобильная связь,Связь
купил премия,Зарплата
леруа,Хозтовары
концерт!,Развлечения
РИВ ГОШ!,Косметика
ДОМОФНО ЗА 1000,ЖКХ и аренда
макароны!,Продукты
премия 1000,Зарплата
купил электричество,ЖКХ и аренда
какао 45,Кофейни
одежда сегодня,Одежда
оплата проезд,Транспорт
мазь!,Здоровье
стакан кофе!,Кофейни
потратил на английский,Учёба
средство для мытья за 1000,Хозтовары
вкусно и отчка!,Рестораны
купил средство для мытья,Хозтовары
аванс 990,Зарплата
снова подарок другу,Подарки
лапмочка!,Хозтовары
100 поездка,Транспорт
оплата абонемент,Спорт
яблоки сегодня,Продукты
потратил на шампунь,Косметика
ТУР ЗА 250,Путешествия
фастфуд,Рестораны
кофе с собой за 120,Кофейни
ЗАКАЗ СЕГОДНЯ,Подработка
купил пополнение телефона,Связь
ПОТРАТИЛ НА ФОРТЕПИАНО,Учёба
купил тренер,Спорт
снова хостел,Путешествия
укпила лэтуаль,Косметика
купил мобильная связь,Связь
оплата кофейня,Кофейни
снова старбакс,Кофейни
купила подарок другу,Подарки
лента сеогдня,Продукты
потратил на сыворотка,Косметика
попонление телефона за 120,Связь
сотовая связь 250,Связь
снова заказ,Подработка
349 аэрофлот,Путешествия
КУРТКА СЕГОДНЯ,Одежда
шоколадница!,Кофейни
zara,Одежда
3000 фатсфуд,Рестораны
75 консультация,Подработка
потратил на аттракционы,Развлечения
75 буект,Подарки
счёт за свет сегодня,ЖКХ и аренда
боулинг сегодня,Развлечения
учёба сегодня,Учёба
пицца за 990,Рестораны
купила белка,Транспорт
оплата спотифай,Подписки
снова салфетки,Хозтовары
получка,Зарплата
ЗАНЯТИЕ СЕГОДНЯ,Учёба
потратил на кинопоиск,Подписки
купил пдописка вк,Подписки
купил кофе с собой,Кофейни
ШОКОЛАДНИЦА СЕГОДНЯ,Кофейни
кура сегодня,Продукты
оплата медцентр,Здоровье
оплата сотовая связь,Связь
ВЫПЛАТА ЗАРПЛАТЫ,Зарплата
халтура,Подработка
снова премия,Зарплата
прафюм!,Косметика
протеин!,Спорт
потратил на отель,Путешествия
гоонрар,Подработка
автобус за 990,Транспорт
storage icloud 45,Подписки
электричка сегодня,Транспорт
купила букет,Подарки
990 ОКЛАД,Зарплата
салфетки сегодня,Хозтовары
купил узи,Здоровье
купил ланч,Рестораны
снова средство для мытья,Хозтовары
каршеринг за 990,Транспорт
опездка сегодня,Транспорт
оплата цветы,Подарки
продукты!,Продукты
таблетки сегодня,Здоровье
оплата рубашка,Одежда
оплата уходовая косметика,Косметика
2000 аванс,Зарплата
купила аренда квартиры,ЖКХ и аренда
подработка 250,Подработка
БАР,Развлечения
рубашка сеогдня,Одежда
сноват еннис,Спорт
купил флэт уайт,Кофейни
250 гастроном,Продукты
купила отопление,ЖКХ и аренда
халтура за 45,Подработка
мсяо сегодня,Продукты
бронь отеля 1000,Путешествия
купил жкх,ЖКХ и аренда
гастроном 100,Продукты
икеа сегдоня,Хозтовары
снова кинопоиск,Подписки
купилау ходовая косметика,Косметика
оклад сегодня,Зарплата
75 хозтовары,Хозтовары
фриланс 500,Подработка
суши за 1500,Рестораны
букинг,Путешествия
ОПЛАТА ПОРОШОК,Хозтовары
оплата овощи,Продукты
купил столовая,Рестораны
подпсика на приложение,Подписки
оплата теле2,Связь
купил подарочная карта,Подарки
купил витаимны,Здоровье
снова хлеб,Продукты
1500 лампочка,Хозтовары
500 туалетная бумага,Хозтовары
2000 ютуб премиум,Подписки
купил парфюм,Косметика
капли сегодня,Здоровье
УЧЕБА ЗА 500,Учёба
снова лэтуаль,Косметика
жильё 990,Путешествия
мусорные пакеты 990,Хозтовары
купила флэт уайт,Кофейни
оплата обед,Рестораны
купила гонорар,Подработка
купила муезй,Развлечения
ЗОЛОТОЕ ЯБЛОКО!,Косметика
купил квартплата,ЖКХ и аренда
жкх 75,ЖКХ и аренда
музей 120,Развлечения
ПОТРАТИЛ НА ЗАРПЛАТА,Зарплата
купила репетиторство доход,Подработка
КУПИЛА ЗП,Зарплата
КОММУНАЛКА,ЖКХ и аренда
3000 лампочка,Хозтовары
купил бананы,Продукты
КУПИЛ ПОДАРКИ,Подарки
старбакс 3000,Кофейни
купил хостел,Путешествия
яндекс плюс,Подписки
духи сегодня,Косметика
ПОДАРКИ СЕГОДНЯ,Подарки
купила фриланс,Подработка
купил фитнес,Спорт
3000 пицца,Рестораны
такси!,Транспорт
купила такси,Транспорт
СНОВА СТЕНДАП,Развлечения
оплата букет,Подарки
сноав фастфуд,Рестораны
фриланс сегодня,Подработка
zara сегодня,Одежда
снова абонемент,Спорт
оплата жкх,ЖКХ и аренда
теннис 120,Спорт
потратил на какао,Кофейни
капли!,Здоровье
фастфуд сегодня,Рестораны
виза 1000,Путешествия
АНГЛИЙСКИЙ,Учёба
потратил на фикс прайс,Хозтовары
мобильная связь сегодня,Связь
оплата серб,Учёба
снова хостел,Путешествия
снова куратов,Кофейни
снова эспрессо,Кофейни
250 тариф,Связь
поездка сегодня,Транспорт
фитнес 2000,Спорт
кроссовки,Одежда
узи!,Здоровье
подписка на приложение за 990,Подписки
3000 шаурма,Рестораны
купил аренда квартиры,ЖКХ и аренда
потратил на репетитор,Учёба
купила скуратов,Кофейни
потратил на квартплата,ЖКХ и аренда
купил витамины,Здоровье
снова шарики,Подарки
буст,Подписки
купила отркытка,Подарки
бизнес ланч сегодня,Рестораны
оплата подработка,Подработка
снова аптека,Здоровье
250 иви,Подписки
